EntryNumber,AdID,FileName,StartDate,Time,Zone,EndDate,Impressions,Clicks,Spent,AdText,ImageText,HashTags,AdLandingPage,CustomIncludes,Junk,AT_Placements,AT_Age,AT_Location_Country,AT_Location_State,AT_Location_City,AT_Language,AT_Loose,AT_Gender,AT_PM_All,AT_PM_Behaviors,AT_PM_FieldOfStudy,AT_PM_Politics,AT_PM_Interests,AT_PM_FriendsOfConnections,AT_PM_MulticulturalAffinity,AT_PM_PeopleWhoLike,AT_PM_Industry,AT_PM_Employers,AT_AM_All,AT_AM_Interests,AT_AM_Politics,AT_AM_Behaviors,AT_AM_MulticulturalAffinity,AT_AM_Industry,AT_AM_Employers,AT_EC_All,AT_EC_ExcludePeopleWhoLike,AT_EC_ExcludePeopleWhoAreGoingTo,AT_EX_All,AT_EX_MulticulturalAffinity,AT_EX_Behaviors,avgWordLength,EntryNumber:1,BlackCulture,BCVal,BlueLives,BLVal,Christian,ChristianVal,Clinton,ClintonVal,LatinX,LatinXVal,Immigration,ImmigrationVal,Constitution,ConstitutionVal,WhiteSupremacy,WSVal,LGBTQ,LGBTQVal,LiberalFeminism,LFVal,Media,MediaVal,Muslim,MuslimVal,NativeAmerican,NAVal,Patriot,PatriotVal,RedPill,RPVal,Refugees,RefugeesVal,Sanders,SandersVal,SecondAmendment,SAVal,Seperatist,SeperatistVal,SouthernCulture,SCVal,Syria,SyriaVal,Texas,TexasVal,Trump,TrumpVal,Veterans,VeteransVal,otherCandidates,OCVal,voterFraud,VFVal,voterMisdirection,VMVal,voterTurnoutSuppression,VTSVal
1726,1286,P(1)0003173.txt,2016/01/14,08:09:57 AM,EST,,2764,48,249.73,Your voice counts! We are against illegal immigration!, P(1)0003173 Suggested Page Stop A.I. STOP    Sponsored Your voice counts! We are against illegal immigrationl STDP:-ALL INVAOEAS'' ; Stop A.I. Community                                               lip Like Page 193.813 people like this. P(1)0003174,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1726,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,1287,P(1)0003175.txt,2016/03/10,09:10:18 AM,EST,,277,5,0,Your voice counts! We are against illegal immigration!, P(1)0003175 Suggested Page Stop A.I. lilt Your voice counts! We are against illegal immigration! STOZ-ALL INVADERS Stop A.I. Community 193.813 people like this. P(1)0003176,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_mobiledevices,25 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1727,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,1288,P(1)0003177.txt,2016/04/08,06:30:40 AM,EDT,,8,0,0,Your voice counts! We are against illegal immigration!, P(1)0003177 Suggested Page STOP Stop A.I. Your voice counts! We are against illegal immigration) STOP ALL INVADERS Stop A.I. Community 193.813 people like this. P(1)0003178,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_mobiledevices,25 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,Male,,,,,,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1728,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,1289,P(1)0003179.txt,2016/05/05,06:30:15 AM,EDT,2016/05/07_06:30:14_EDT,0,0,0,Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense. About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country?, P(1)0003179 Stop A.I.                                         jjj Like Page sroP 9.:.e .1 L Sponsored - N Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense. About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country? IT'S TIME TO GET RID OF PARASITES! V STOP ALL INVADERS 853 Reactions 63 Comments 323 Shares 116 Like          * Comment        of Share P(1)0003180,,https://www.facebook.com/Stop-AI-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1729,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,1290,P(1)0003181.txt,2016/05/05,06:34:37 AM,EDT,2016/05/07_06:30:14_EDT,1793,432,500,Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense. About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country?, P(1)0003181 Stop A.I.                                         jjj Like Page sroP 9.:.e .1 L Sponsored - N Parasite is an organism that lives in or on another organism and benefits by deriving nutrients at the host's expense. About 20 million parasites live in the United States illegally. They exploit Americans and give nothing in return. Isn't it time to get rid of parasites that are destroying our country? IT'S TIME TO GET RID OF PARASITES! V STOP ALL INVADERS 853 Reactions 63 Comments 323 Shares 116 Like          * Comment        of Share P(1)0003182,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (US),,,Interests: Immigration. Human migration. Illegal immigration or Emigration,,,,Immigration; Human migration; Illegal immigration ; Emigration,,,,,,,,,,,,,,,,,,,0,1730,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,1291,P(1)0003183.txt,2015/10/14,07:35:01 AM,EDT,,13684,801,9050.79,This time you need to stay at home!, P(1)0003183 Suggested Page Stop Refugees Sponsored This time you need to stay at home! Stop Refugees Society & Culture Website           .dr Like Page 16.212 people like this. P(1)0003184,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,Germany. France. United Kingdom,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,1292,P(1)0003185.txt,2015/12/22,02:06:52 AM,EST,,2,0,0.46,This time you need to stay at home!, P(1)0003185 Suggested Page Stop Refugees Sponsored This time you need to stay at home! Stop Refugees Society & Culture Website jjj Like f'.ige 16.212 people like this. P(1)0003186,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,1293,P(1)0003187.txt,2016/08/10,05:26:20 AM,EDT,2016/08/11_05:26:18_EDT,4990,1403,500,The law is the law. If I commit a crime. I will get ticketed or arrested. Why do illegal aliens break the law. but our government harbors them? Illegals have more benefits than those who shed their blood for America and our freedom. It makes me sick..., P(1)0003187 Stop A.I.                                           1dr Like Page STOP Sponsored - 0 The law is the law. If I commit a crime. I will get ticketed or arrested. Why do illegal aliens break the law. but our government harbors them? Illegals have more benefits than those who shed their blood for America and our freedom. It makes me sick... 3.8K heactions 1* Comments 2K Shares -6 Ii Like       * Comment            A Share P(1)0003188,,https://www.facebook.com/Stop-AI-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,United States Interests: Conservatism. The Tea Party or Republican Party (United States),,,,Conservatism; The Tea Party ; Republican Party (United States),,,,,,,,,,,,,,,,,,,0,1733,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,1294,P(1)0003189.txt,2016/01/14,08:20:21 AM,EST,,108,3,41.06,We are against illegal immigration! Press like to join!, P(1)0003189 Suggested Page Stop A.I. STOP Sponsored We are against illegal immigration! Press like to join! Stop A.I. Community                                                I& Like Page 193.813 people like this. P(1)0003190,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Immigration or Conservatism,,,,Immigration ; Conservatism,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1734,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,1295,P(1)0003191.txt,2016/08/04,08:15:07 AM,EDT,2016/08/05_08:15:05_EDT,4733,1440,500,"Donald Trump is afraid that the 2016 general election will be ""rigged"" against him. There's no doubt he has reasons to think so. Hillary Clinton has already committed voter fraud during the Democrat Iowa Caucus. At the same time. she has already demonstrated that she prefers destroying the nation than losing election. She pledged not to deport illegal aliens. Moreover. it's known that Hillary is going to take in about one million Muslim refugees. if she is president. ""I'm telling you. Nov. 8. we'd better be careful. because that election is going to be rigged."" Mr. Trump said. ""And I hope the Republicans are watching closely or it's going to be taken away from us."""," P(1)0003191 Stop A.I.                                         js Like Page Sponsored - 0 Donald Trump is afraid that the 2016 general election will be ""rigged"" against him. There's no doubt he has reasons to think so. Hillary Clinton has already committed voter fraud during the Democrat Iowa Caucus. At the same time. she has already demonstrated that she prefers destroying the nation than losing election. She pledged not to deport illegal aliens. Moreover. it's known that Hillary is going to take in about one million Muslim refugees. if she is .president. ""I'm telling you. Nov. 8. we'd better be careful. because that election is going to be rigged."" Mr. Trump said. ""And I hope the Republicans are watching closely or it's going to be taken away from us."" IF     ARE A PART OF THE 68% OF AMERICANS WHO HILLARY 4.71K Reactions 204 Comments 843 Shares 11111 Like       * Comment         A Shane P(1)0003192",,https://www.facebook.com/Stop-AI-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1735,0,0,0,0,0,0,8,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0
1736,1296,P(1)0003193.txt,2016/01/14,08:04:06 AM,EST,,2109,34,44.7,You are not the only one to despise immigration. Join our community!, P(1)0003193 SL~gges?ed Page Stop A.I. STOP r.~    Sponsored You are not the only one to despise immigration. Join our community! STOP TILL I- NVAOERS                           1. Stop A.I. Community                                                 ilk Like Page 193.813 people like this. P(1)0003194,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Syria. Republican Party (United States) or Politics,,,,Syria; Republican Party (United States) ; Politics,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1736,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,1297,P(1)0003195.txt,2016/01/14,08:15:47 AM,EST,,100,2,0,This page is dedicated to protection against illegal immigrants!, P(1)0003195 Suggested Page Stop A.I. STOP    Sponsored This page is dedicated to protection against illegal immigrants! Stop A.I. Community                                                        Lilo Fade Ii 193.813 people like this. P(1)0003196,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Immigration or Conservatism,,,,Immigration ; Conservatism,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1737,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,1300,P(1)0003197.txt,2016/06/06,10:46:34 AM,EDT,2016/06/08_10:46:33_EDT,1032,166,200,"""They wish you would disbelieve as they disbelieved so you would be alike. So do not take from among them allies until they emigrate for the cause of Allah. But if they turn away. then seize them and kill them wherever you find them and take not from among them any ally or helper.""(Qur'an 4:89) This Surah is an evidence of how Syrian refugees respect our culture. If you think that Muslims ignore some Islamic rules. you're wrong. For example. a Muslim in eastern Uganda strangled his Christian wife to death this month for leaving Islam. What would you do if your wife or husband converts to Islam? Probably you would be upset. In the worst case. you would sue for divorce. But I'm sure you would not kill your spouse. That's the difference between our cultures."," P(1)0003197 Stop A.I.                                          jdj Like Page Sponsored - 0 ""They wish you would disbelieve as they disbelieved so you would be alike. So do not take from among them allies until they emigrate for the cause of Allah. But if they turn away. then seize them and kill them wherever you find them and take not from among them any ally or helper."" (Qur'an 4:89) This Surah is an evidence of how Syrian refugees respect our culture. If you think that Muslims ignore some Islamic rules. you're wrong. For example. a Muslim in eastern Uganda strangled his Christian wife to death this month for leaving Islam. What would you do if your wife or husband converts to Islam? Probably you would be upset. In the worst case. you would sue for divorce. But I'm sure you would not kill your spouse. That's the difference between our cultures. FOP Aft INVADERS 173 Reactions 42 Comments 105 Shares 16 Like       * comment            A Share P(1)0003198",,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,People who like Stop A.I.. Friends of connections: Friends of people who are connected to Stop A.1.,,,,,Friends of people who are connected to Stop A.1.,,Stop A.I..,,,,,,,,,,,,,,,,0,1738,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,1302,P(1)0003199.txt,2015/12/22,09:35:55 AM,EST,,0,0,0,Stop refugees! The're taking our jobs!, P(1)0003199 Suggested Page Stop Refugees Sponsored Stop refugees! The're taking our jobs! Stop Refugees Society & Culture Website              1dr Like Page 16.212 people like this. P(1)0003200,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,1303,P(1)0003201.txt,2015/12/22,09:40:56 AM,EST,,486,55,712.21,Stop refugees! The're taking our jobs!, P(1)0003201 Suggested Page Stop Refugees Sponsored Stop refugees! The're taking our jobs! Stop Refugees Society & Culture Website              1dr Like Page 16.212 people like this. P(1)0003202,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,United States Interests: Tea Party Patriots. Confederate States of America. Chicks On The Right. Conservative Tribune or 100 Percent FED Up,,,,Tea Party Patriots; Confederate States of America; Chicks On The Right; Conservative Tribune ; 100 Percent FED Up,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,1304,P(1)0003203.txt,2015/10/14,07:36:07 AM,EDT,,17863,877,10012.58,Stop refugees! The're taking our jobs!," P(1)0003203 Suggested Page Stop Refugees Sponsored Stop refugees! The're taking our jobs! i HDAV"" Ij    IV Stop Refugees Society & Culture Website lil Like f'.ige 16.212 people like this. P(1)0003204",,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,Germany. France. United Kingdom,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,1305,P(1)0003205.txt,2015/12/22,02:06:52 AM,EST,,1,0,0.07,Stop refugees! The're taking our jobs!, P(1)0003205 Suggested Page Stop Refugees Sponsored Stop refugees! The're taking our jobs! Stop Refugees Society & Culture Website              1dr Like Page 16.212 people like this. P(1)0003206,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,1306,P(1)0003207.txt,2015/12/22,09:36:49 AM,EST,,0,0,0,Stop refugees! They're taking our jobs!, P(1)0003207 Suggested Page Stop Refugees Sponsored Stop refugeesl They're taking our jobs[ STOP REFUGEES Stop Refugees Society & Culture Website lil Like f'.ige 16.212 people like this. P(1)0003208,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,1307,P(1)0003209.txt,2016/01/14,08:05:22 AM,EST,,2995,163,1592.45,News is telling you enough about good refugees. We take on bad ones., P(1)0003209 Suggested Page Stop A.I. Sponsored News is telling you enough about good refugees. We take on bad ones. Stop A.I. Community                                               .dr Like Page 193.813 people like this. P(1)0003210,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Syria. Republican Party (United States) or Politics,,,,Syria; Republican Party (United States) ; Politics,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1744,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,1308,P(1)0003211.txt,2016/01/14,08:01:43 AM,EST,,1610,25,266.4,Like if you are against illegal immigration!, P(1)0003211 Suggested Page Stop A.I. STOP    Sponsored Like if you are against illegal immigration! STOR.ALL INVADERSl-i Stop A.I. Community                                     lip Like Page 193.813 people like this. P(1)0003212,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Syria. Republican Party (United States) or Politics,,,,Syria; Republican Party (United States) ; Politics,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1745,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,1310,P(1)0003215.txt,2016/03/10,09:10:18 AM,EST,,11527,977,11311.79,There is no place for political correctness. join to say what YOU think!, P(1)0003215 Suggested Page 7 Stop A.I. There is no place for political correctness. join to say what YOU think! Stop A.I. Community 193.813 people like this. P(1)0003216,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_mobiledevices,25 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,1311,P(1)0003217.txt,2016/04/08,06:30:40 AM,EDT,,5896,508,5193,There is no place for political correctness. join to say what YOU think!, P(1)0003217 Suggested Page 7 Stop A.I. There is no place for political correctness. join to say what YOU think! Stop A.I. Community 193.813 people like this. P(1)0003218,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_mobiledevices,25 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,Male,,,,,,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,1315,P(1)0003219.txt,2016/01/14,08:00:25 AM,EST,,1968,23,87.12,Your voice counts! Stop illegal immigration!, P(1)0003219 r    h   Stop A.I. Your voice counts! Stop illegal immigration! STOP ALL INVADERS A. Stop A.I. Community                                    g* Like Page 193.813 people like this. P(1)0003220,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Syria. Republican Party (United States) or Politics,,,,Syria; Republican Party (United States) ; Politics,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1749,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,1316,P(1)0003221.txt,2016/01/14,08:20:51 AM,EST,,249,11,90.7,Facts and news about refugees your government doesn't want you to know. Join!, P(1)0003221 Suggested Page Stop A.I. STnP I.L T L'I l: Sponsored Facts and news about refugees your government doesn't want you to know. Join! Stop A.I. Community                                             I` Like Page 193.813 people like this. P(1)0003222,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Immigration or Conservatism,,,,Immigration ; Conservatism,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,1318,P(1)0003223.txt,2016/01/14,07:59:29 AM,EST,,666,6,16.12,This page is dedicated to protection against illegal immigrants, P(1)0003223 Suggested Page Stop A.I. STOP    Sponsored This page is dedicated to protection against illegal immigrants Stop A.I. Community                                                        Lilo Fade Ii 193.813 people like this. P(1)0003224,,https://www.facebook.com/Stop-Al-896610653786585/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United Kingdom. United States,,,English (UK);  English (US),,,Interests: Syria. Republican Party (United States) or Politics,,,,Syria; Republican Party (United States) ; Politics,,,,,,,,,,,,,Exclude people who like Stop A.1.,Stop A.1.,,,,,0,1751,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,1319,P(1)0003225.txt,2015/12/22,09:36:06 AM,EST,,0,0,0,This is become a real problem! Stop refugees!, P(1)0003225 Suggested Page Stop Refugees Sponsored This is become a real problem! Stop refugees! Stop Refugees Society & Culture Website                     .dr Like Page 16.212 people like this. P(1)0003226,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,1320,P(1)0003227.txt,2015/12/22,09:40:56 AM,EST,,109,12,208.41,This is become a real problem! Stop refugees!, P(1)0003227 Suggested Page Stop Refugees Sponsored This is become a real problem! Stop refugees! Stop Refugees Society & Culture Website jjj Like f'.ige 16.212 people like this. P(1)0003228,,https://www.facebook.com/stoptherefugees/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),,,United States Interests: Tea Party Patriots. Confederate States of America. Chicks On The Right. Conservative Tribune or 100 Percent FED Up,,,,Tea Party Patriots; Confederate States of America; Chicks On The Right; Conservative Tribune ; 100 Percent FED Up,,,,,,,,,,,,,Exclude people who like Stop Refugees,Stop Refugees,,,,,0,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
